"","address","zip","year_built","BEPS_score","meets_beps","latitude","longitude","owner","property_name"
"191","923 16TH STREET NW",20006,1927,"54","No",38.90337417,-77.02911846,"SELDAR DC HOLDING LLC","05WIY-St. Regis Hotel, Washington, D.C."
"192","1425 V STREET NW",NA,1875,"Under Review","Under Review",38.95418094,-77.06995537,"SAINT PAUL'S CATHOLIC CHURCH",""
"193","1450 V STREET NW",20009,2018,"Under Review","Under Review",38.93304746,-77.03910202,"PORTNER FLATS LLC",""
"194","1443 U STREET NW",20009,2018,"Under Review","Under Review",38.95376784,-76.98866475,"1441 U STREET LLC",""
"195","1444 CHURCH STREET NW",20005,2002,"Under Review","Under Review",38.90317824,-77.03593069,"THE SAXON CT RESIDENCES CONDO",""
"196","1439 RHODE ISLAND AVENUE NW",20005,2003,"66","No",38.91820085,-77.02245306,"1441 RHODE ISLAND AV CONDO","1441 Rhode Island Ave Condominium"
"197","1301 15TH STREET NW",20005,1930,"66","No",38.94823875,-77.01777937,"MORRIS & GWENDOLYN CAFRITZ FOUNDATION","Miramar Apartments"
"198","5 THOMAS CIR NW",20005,1930,"Under Review","Under Review",38.90428975,-77.03157195,"NATIONAL CITY CHRISTIAN CHURCH CORP INC",""
"199","1100 VERMONT AVENUE NW",20005,1964,"71","No",38.88197118,-76.98699865,"DEKA USA PROPERTY FOUR LP","1100 Vermont Avenue"
"200","1177 15TH STREET NW",20005,1962,"54","No",38.91038364,-77.05216159,"W W MADISON OWNER VIII LLC","The Madison Washington DC, a Hilton Hotel (DCAKE)"
"201","1451 L ST NW",20005,1967,"Under Review","Under Review",38.92366281,-77.0025406,"1441 L ASSOCIATES LLC",""
"202","1121 VERMONT AVENUE NW",20005,1967,"54","Yes",38.9173829,-76.96084068,"RIDC LLC","57151-Wash DC Thomas CIR"
"203","1400 L STREET NW",20005,1987,"Under Review","Under Review",38.85679702,-76.98988377,"TMG 1400 L STREET LLC",""
"204","730 15TH ST NW",20005,1931,"Under Review","Under Review",38.93092912,-76.99996215,"GRANITE LLC",""
"205","734 15TH ST NW",20005,1936,"Under Review","Under Review",38.90411105,-77.01740556,"GRANITE LLC",""
"206","710 14TH STREET NW",20005,1986,"71","No",38.87961613,-77.00487651,"BOND WASHINGTON LLC","Bond"
"207","701 15TH STREET NW",20005,1934,"71","No",38.88603479,-76.94971227,"1440 NEW YORK AVENUE ASSOCIATES LP","0223-0025_NYAVE"
"208","1404 NEW YORK AVENUE NW",20005,1917,"71","No",38.8999742,-77.04029665,"CNBB OWNER LLC","CNBB"
"209","1301 V STREET NW",20009,1932,"Under Review","Under Review",38.85662712,-76.98805204,"DISTRICT OF COLUMBIA",""
"210","1341 RIGGS STREET NW",20009,1977,"Under Review","Under Review",38.88364734,-76.99453952,"FRONTIERS WEST CONDOMINIUM",""
"211","1155 14TH STREET NW",20005,1974,"54","Yes",38.91761722,-77.02845444,"LHO TOM JOAD CIRCLE DC LLC","A0000037 - DONOVAN_DC_LHOTOMJOAD"
"212","1300 I STREET NW",20005,1989,"71","Yes",38.90405495,-77.05167402,"TIAA FRANKLIN SQUARE LLC","Franklin Square"
"213","1307 NEW YORK AVENUE NW",20005,1923,"71","Yes",38.9006894,-77.04379752,"AMERICAN ASSOC OF STATE COLLEGES AND UNIVERSITIES","The Associations"
"214","1325 G STREET NW",20005,1969,"71","No",38.87236778,-77.00852928,"64 DCGST OWNER LLC","1325 G Street NW"
"215","700 13TH STREET NW",20005,1988,"71","Yes",38.90020152,-77.02840357,"700 THIRTEENTH STREET LLC","700 13th Street"
"216","1300 NEW YORK AVENUE NW",20005,1983,"Under Review","Under Review",38.91526019,-77.0376906,"INTER-AMERICAN DEVELOPMENT BANK",""
"217","1317 G STREET NW",20005,1845,"Under Review","Under Review",38.90944411,-76.99399887,"CHURCH OF THE EPIPHANY",""
"218","1317 F STREET NW",NA,1886,"Under Review","Under Review",38.86013941,-76.99330388,"RA LLC",""
"219","1301 PENNSYLVANIA AVENUE NW",20004,2018,"Under Review","Under Review",38.89543658,-76.95780983,"1301 TRUSTEE, LLC AS TRUSTEE",""
"220","1210 R STREET NW",20009,2006,"Under Review","Under Review",38.91704121,-77.04716745,"LOGAN STATION CONDO",""
"221","1225 13TH STREET NW",20005,2003,"Under Review","Under Review",38.89754626,-77.02577026,"1225 13TH STREET CONDOMINIUM",""
"222","1240 F STREET NW",20004,1987,"71","Yes",38.90708656,-77.03261971,"13TH & F ASSOCIATES LP & WMATA","Columbia Square"
"223","425 13TH STREET NW",20004,1955,"71","Yes",38.92515371,-77.03505414,"PENNSYLVANIA BUILDING ASSOCIATES LP","1275 Penn Ave NW"
"224","2112 11TH STREET NW",20001,2007,"Under Review","Under Review",38.85473236,-76.98090318,"THE BEAUREGARD CONDOMINIUM",""
"225","1101 K STREET NW",20005,2007,"71","Yes",38.87857918,-77.00801301,"RG-1101 K LLC","1101 K Street - DC Reporting"
"226","1100 H STREET NW",20005,1942,"71","No",38.90469924,-77.05724597,"1100 H STREET LLC","Gaslight Building"
"227","1155 F ST NW",20004,2009,"71","Yes",38.86410848,-76.94970045,"JEMAL'S SQUARE 320 LLC","Jemal's Square 320, LLC"
"228","436 11TH STREET NW",20004,1914,"54","No",38.90047441,-77.0245703,"HARRINGTON HOTEL COMPANY INC","Hotel Harrington"
"229","300 12TH ST SW",20024,1937,"Under Review","Under Review",38.90469726,-77.05040895,"JEMALS COTTON ANNEX LLC",""
"230","1620 2ND ST SW",20024,2018,"Under Review","Under Review",38.90599131,-77.03571941,"POTOMAC ELECTRIC POWER COMPANY",""
"231","2100 2ND STREET SW",NA,1973,"Under Review","Under Review",38.87510471,-77.00012882,"2100 2ND ST SW LLC",""
"232","27 O STREET NW",20001,1930,"Under Review","Under Review",38.90751167,-77.02999765,"DISTRICT OF COLUMBIA",""
"233","30 P STREET NW",20001,1930,"Under Review","Under Review",38.86947896,-76.94363715,"DISTRICT OF COLUMBIA",""
"234","901 1ST STREET NW",20001,NA,"Under Review","Under Review",38.90056866,-77.00299514,"DISTRICT OF COLUMBIA",""
"235","601 NEW JERSEY AVENUE NW",20001,2002,"71","No",38.95292593,-77.0774836,"USPA 601 NEW JERSEY LLC","133510 - 601 New Jersey Avenue"
"236","500 NORTH CAPITOL STREET NW",20001,1966,"71","Yes",38.9065705,-76.93270704,"500 NORTH CAPITOL LLC","500 North Capitol"
"237","1011 M ST NW",20001,2016,"Under Review","Under Review",38.87509089,-77.0127577,"10ELEVEN CONDOMINIUM",""
"238","425 11TH STREET NW",20004,1986,"71","No",38.8634235,-76.94850112,"LAWYERS TITLE REALTY SERVICES INC","1001 Pennsylvania Avenue w/ Retail"
"239","919 L STREET NW",20001,2018,"Under Review","Under Review",38.90403343,-77.00656912,"SQUARE 369 RESIDENCES SPE.LLC",""
"240","825 10TH ST NW",20001,2013,"66","No",38.85340751,-76.96955015,"CCDC RESIDENTIAL RENTAL LLC (IMPS ONLY)","The Apartments at City Center"
"241","900 F ST NW",20004,1891,"Under Review","Under Review",38.92226282,-76.9707482,"900 F STREET OWNER LLC",""
"242","801 K STREET NW",NA,1901,"Under Review","Under Review",38.91209118,-77.02158015,"DISTRICT OF COLUMBIA",""
"243","500 8TH STREET NW",20004,2007,"71","Yes",38.90568469,-77.05033379,"500 8TH STREET PR LLC","505 9th Street"
"244","1210 7TH ST NW",20001,1991,"66","Yes",38.87521878,-77.00625528,"UNITED HOUSE PRYR ALL PEOPLE CH RCK APOS","McCollough Terrace Apartments"
"245","400 7TH STREET NW",NA,1890,"Under Review","Under Review",38.90376931,-77.05976403,"JENIFER BUILDING ASSOCIATES",""
"246","704 L'ENFANT PLAZA SW",20024,1979,"229.4","Yes",38.92360362,-77.05720567,"POTOMAC CREEK ASSOCIATES LP","L Enfant Plaza - East"
"247","606 EMMANUEL CT NW",20001,NA,"66","Yes",38.9179801,-77.03151113,"BISHOP S C MADISON TRUSTEE","McCollough Canaanland Apartments"
"248","1127 7TH ST NW",20001,1984,"66","Yes",38.90644599,-77.02016461,"BISHOP S C MADISON TRUSTEE","McCollough Paradise Gardens Apartments"
"249","624 L STREET NW",20001,2018,"Under Review","Under Review",38.9053673,-77.03572635,"655 NEW YORK LLC",""
"250","675 H STREET NW",20010,2014,"71","Yes",38.9123112,-77.00394515,"AFIAA ARCH SQUARE LLC","Arch Square"
"251","616 H ST NW",20001,2005,"229.4","No",38.87791238,-76.99912883,"OXFORD BIT GALLERY PLACE PROPERTY OWNER LLC","Gallery Place"
"252","610 F STREET NW",NA,2009,"229.4","No",38.90794745,-77.02159873,"HARMAN CENTER LLC","610 F ST Condos"
"253","680 I ST SW",20024,2018,"Under Review","Under Review",38.98023049,-77.0213694,"680 EYE ST LLC",""
"254","900 MAINE AVE SW",20024,2017,"Under Review","Under Review",38.90220596,-77.03311309,"DISTRICT OF COLUMBIA",""
"255","901 6TH STREET NW",20001,2005,"54","Yes",38.85085052,-76.96951012,"HHLP DC CONVENTION CENTER ASSOCIATES LLC","132-HXDC"
"256","555 MASSACHUSETTS AVE NW",20001,2005,"Under Review","Under Review",38.91136165,-77.03750856,"555 MASS AVENUE CONDOMINIUM",""
"257","500 5TH STREET NW",20001,2001,"71","No",38.89869945,-77.02476854,"NAS TITLE HOLDING LLC","Keck Center"
"258","409 E STREET NW",NA,1937,"Under Review","Under Review",38.91640363,-76.97222944,"DISTRICT OF COLUMBIA",""
"259","451 INDIANA AVENUE NW",20001,1910,"Under Review","Under Review",38.96956452,-77.02655918,"DISTRICT OF COLUMBIA",""
"260","400 E STREET SW",20024,2015,"Under Review","Under Review",38.90113488,-77.00685095,"DISTRICT OF COLUMBIA",""
"261","445 M STREET SW",20024,2018,"Under Review","Under Review",38.89964939,-77.02344233,"JOHN HANCOCK LIFE INSURANCE COMPANY",""
"262","480 K ST SW",20024,2018,"Under Review","Under Review",38.87280878,-77.00416028,"JOHN HANCOCK LIFE INSURANCE COMPANY",""
"263","1235 4TH STREET SW",20024,1965,"Under Review","Under Review",38.90499157,-77.04022871,"TIBER ISLAND CONDO",""
"264","1321 5TH STREET NW",NA,NA,"Under Review","Under Review",38.94348246,-77.03047063,"SECOND NW COOPERATIVE HME",""
"265","1025 4TH STREET NW",20001,2015,"66","Yes",38.93129003,-77.07322335,"GS ASPEN LLC","The Aspen"
"266","901 4TH STREET NW",20001,2017,"71","Yes",38.93493022,-77.08307226,"DISTRICT OF COLUMBIA BAR","DC Bar Building"
"267","320 G STREET SW",20024,1961,"Under Review","Under Review",38.876791,-77.01291128,"CAPITOL PARK I CONDO",""
"268","350 G ST SW",20024,2004,"Under Review","Under Review",38.87500478,-77.02043729,"POTOMAC PLACE CONDOMINIUM",""
"269","222 M STREET SW",20024,2018,"Under Review","Under Review",38.90494165,-77.03523869,"TC/MP ST. MATTHEWS OWNER LLC",""
"270","1236 4TH STREET SW",20024,1967,"Under Review","Under Review",38.90500301,-77.02670207,"CARROLLSBURG SQUARE CONDO",""
"271","1415 JAMES CREEK PARKWAY SW",NA,NA,"Under Review","Under Review",38.89539777,-77.01068604,"SAINT JAMES MUTUAL HOMES",""
"272","101 Q STREET NW",NA,NA,"Under Review","Under Review",38.90536314,-77.04468467,"NORTHWEST COOPERATIVE HOMES",""
"273","5335 WISCONSIN AVENUE NW",NA,2018,"Under Review","Under Review",38.96470887,-77.03238808,"CLPF-CC PAVILION LP",""
"274","200 K ST NW",20001,1985,"Under Review","Under Review",38.9035285,-77.04373147,"DISTRICT OF COLUMBIA",""
"275","111 G STREET NW",20001,1987,"206.4","Yes",38.94853122,-77.06660276,"GEORGETOWN UNIVERSITY","Edward Bennett Williams Library"
"276","120 F STREET NW",20001,1992,"56","Yes",38.86593047,-76.98982867,"GEORGETOWN UNIVERSITY","Gewirz Residence Building"
"277","15 E STREET NW",20001,1929,"54","No",38.86732903,-76.97321714,"LHO WASHINGTON HOTEL SIX LLC","A0000001 - GEORGE_DC_DCSIX"
"278","555 NEW JERSEY AVENUE NW",20001,1984,"71","No",38.89585805,-76.98621571,"SHELDON B KAMINS TRUSTEES","Capitol Place I"
"279","525 NEW JERSEY AVE NW",20001,1984,"Under Review","Under Review",38.95788911,-77.07112557,"OPERATING ENGINEERS FUND",""
"280","400 NORTH CAPITOL STREET NW",20001,1974,"71","Yes",38.83993231,-76.98951942,"T-C HALL OF STATES OWNER LLC","Hall of the States"
"281","820 HALF STREET SW",NA,1969,"Under Review","Under Review",38.91130258,-76.99691466,"JV MPDC LLC",""
"282","1930 1ST STREET SW",NA,1934,"Under Review","Under Review",38.87275859,-77.01874009,"POTOMAC ELECTRIC POWER COMPANY",""
"283","1714 2ND STREET SW",20024,2018,"Under Review","Under Review",38.90293101,-77.0374119,"DISTRICT OF COLUMBIA",""
"284","1900 HALF ST SW",20536,1976,"Under Review","Under Review",38.92937485,-77.01439598,"JEMAL/PTM LAZRIV WATER II",""
"285","16 M ST NE",20002,2018,"Under Review","Under Review",38.9081127,-77.06453178,"NM-RESA LLC",""
"286","33 N STREET NE",20002,2018,"Under Review","Under Review",38.95314312,-77.07035872,"WD-04 WOOD 33N OWNER LLC",""
"287","1100 1ST STREET NE",20002,2009,"71","Yes",38.92283531,-77.05555323,"UNIZO REAL ESTATE DC FOUR LLC","TA0121 - 1100 FIRST ST"
"288","55 M STREET NE",20002,2018,"Under Review","Under Review",38.93235106,-77.03716737,"ARCHSTONE NORTH CAPITOL HILL",""
"289","1011 NORTH CAPITOL STREET NE",20002,1985,"62","Yes",38.89815717,-77.04277471,"KAISER FOUNDATION HEALTH ATTEN: PROPERTYMANAGER","North Capitol Medical Center"
"290","1005 NORTH CAPITOL STREET NE",20002,2016,"Under Review","Under Review",38.9250336,-77.0736224,"DISTRICT OF COLUMBIA",""
"291","899 NORTH CAPITOL STREET NE",20002,1972,"71","Yes",38.89865745,-77.0226566,"US UNION SQUARE DC 899 LLC","(SOLD) 899 North Capitol Street (Union Square)"
"292","1600 I STREET NW",20006,1969,"Under Review","Under Review",38.9404601,-77.07430458,"SIXTEEN HUNDRED EYE STREET CORPORATION",""
"293","100 I STREET SE",20003,2008,"66","Yes",38.84330496,-76.98688336,"100 EYE STREET ACQUISITION LLC","100 Capitol Yards -CO (cp041)"
"294","1265 1ST STREET SE",20003,2014,"54","Yes",38.9015971,-77.03609833,"CAPITAL RIVERFRONT HOTEL LLC","Hampton Inn DC Navy Yard"
"295","99 M STREET SE",20003,2018,"Under Review","Under Review",38.8778486,-77.01568337,"BALLPARK SQUARE 701 LLC",""
"296","150 M STREET NE",20002,2018,"Under Review","Under Review",38.88855779,-76.94718227,"CONSQUARE OFFICE FOUR OWNER LLC",""
"297","100 K STREET NE",20002,2018,"Under Review","Under Review",38.81346992,-77.01488025,"ARCHSTONE NEAR NORTHEAST LLC",""
"298","900 2ND STREET NE",20002,1900,"Under Review","Under Review",38.93680428,-76.97859779,"NATIONAL RAILROAD PASSENGER CORPORATION  AMTRAK",""
"299","310 1ST STREET SE",20003,1972,"71","No",38.92031618,-77.04370579,"REINCE PRIEBUS TRUSTEES","Republican National Committee"
"300","880 NEW JERSEY AVENUE SE",20003,2015,"66","No",38.90523421,-77.06990057,"880 NEW JERSEY AVENUE LLC","Park Chelsea at The Collective (pr448)"
"301","3308 WISCONSIN AVE NW",20016,2017,"0","Yes",38.90103294,-77.02097699,"CATHEDRAL COMMONS PARTNERS LLC","Cathedral Commons"
"302","125 O ST SE",20003,1964,"229.4","No",38.9022182,-77.01690361,"DISTRICT OF COLUMBIA","Main & O Street Campus"
"303","125 O ST SE",20003,2018,"Under Review","Under Review",38.8968527,-77.01564074,"DISTRICT OF COLUMBIA",""
"304","1200 3RD STREET NE",NA,1990,"Under Review","Under Review",38.91049761,-77.04702476,"1200 3RD STREET LLC",""
"305","230 K STREET NE",20002,2018,"Under Review","Under Review",38.90392487,-77.03106014,"TOLL DC II LP",""
"306","232 MARYLAND AVENUE NE",20002,1971,"Under Review","Under Review",38.90098279,-77.0496223,"THE COURT CONDO",""
"307","300 TINGEY STREET SE",NA,2012,"Under Review","Under Review",38.90533668,-77.03607683,"FC BOILERMAKER LLC",""
"308","1013 3RD STREET NE",20002,2010,"56","Yes",38.90640348,-77.00943608,"THE WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS","TWC Residential Academic Facility"
"309","300 I ST NE",20002,1927,"Under Review","Under Review",38.89890162,-77.03274934,"WORLD VISION PROPERTIES LLC",""
"310","315 H ST NE",20002,2018,"Under Review","Under Review",38.90286838,-77.02741697,"315 H LLC",""
"311","1300 4TH ST SE",20003,2018,"Under Review","Under Review",38.91232468,-77.04137514,"AP BOWER RETAIL LLC",""
"312","601 H STREET NE",20002,1987,"71","Yes",38.91208801,-77.04195474,"609 H ST NE BLDG PJV LLC","609 H STREET"
"313","650 PENNSYLVANIA AVE SE",20003,1985,"Under Review","Under Review",38.92636469,-77.05273952,"644-654 PENNSYLVANIA AVENUE ASSOCIATES",""
"314","900 5TH STREET SE",20003,2006,"Under Review","Under Review",38.92358296,-77.0544818,"DISTRICT OF COLUMBIA HOUSING AUTHORITY",""
"315","1011 7TH STREET SE",20003,2005,"Under Review","Under Review",38.92495409,-77.05713641,"DISTRICT OF COLUMBIA HOUSING AUTHORITY",""
"316","816 E ST NE",20002,1927,"Under Review","Under Review",38.89859886,-77.03334532,"5533-518 9TH STREET NW",""
"317","440 12TH STREET NE",20002,1900,"Under Review","Under Review",38.92745843,-76.97865734,"LOVEJOY LOFTS CONDOMINIUM",""
"318","305 15TH STREET SE",20003,1950,"Under Review","Under Review",38.89654913,-77.04089601,"DISTRICT OF COLUMBIA",""
"319","28 15TH STREET SE",NA,1922,"Under Review","Under Review",38.93150753,-77.03704214,"HOLY COMFORTER CATHOLIC SCHOOL",""
"320","1501 ECKINGTON PLACE NE",20002,1990,"19","Yes",38.89995223,-76.99739034,"FEDERAL EXPRESS CORPORATION","DCAA"
"321","320 FLORIDA AVE NE",20002,2018,"Under Review","Under Review",38.89861107,-77.00943586,"320 FLORIDA OWNER LLC",""
"322","1260 5TH ST NE",20002,1930,"Under Review","Under Review",38.92743832,-76.95575054,"UM 1270 5TH STREET NE LLC",""
"323","1309 5TH ST NE",20002,1967,"Under Review","Under Review",38.87546148,-77.01925812,"EAJ 1309 5TH STREET LLC",""
"324","1401 BRENTWOOD PARKWAY NE",20002,1967,"Under Review","Under Review",38.8969652,-77.01030955,"UNITED STATES OF AMERICA",""
"325","501 NEW YORK AVE NE",20002,2015,"Under Review","Under Review",38.90658818,-77.03006898,"VASUDAV INC",""
"326","411 NEW YORK AVE NE",20002,1935,"Under Review","Under Review",38.90532393,-77.03343839,"411 NEW YORK AVE HOLDINGS LLC",""
"327","601 T ST NE",20018,NA,"Under Review","Under Review",38.84764422,-76.9803155,"WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA)","B95 - Brentwood Yard S&I Shop"
"328","2135 5TH STREET NE",20260,1918,"21.2","No",38.90872448,-76.99765255,"AMERCO REAL ESTATE COMPANY","2135 5th Street NE Building (818032)"
"329","415 EDGEWOOD STREET NE",20017,1940,"Under Review","Under Review",38.89985788,-77.05165057,"DISTRICT OF COLUMBIA",""
"330","3031 4TH ST NE",20017,1914,"Under Review","Under Review",38.90341128,-77.01596798,"ST PAUL ON FOURTH STREET INC",""
"331","13 RIGGS ROAD NE",20011,1942,"66","Yes",38.89518246,-77.00269921,"CHILLUM MANOR LLC","Chillum Manor - 1"
"332","100 58TH STREET SE",NA,1966,"Under Review","Under Review",38.81346992,-77.01488025,"HACIENDA COOPERATIVE INC",""
"333","5814 SOUTHERN AVENUE SE",NA,NA,"Under Review","Under Review",38.902159,-77.03566145,"SOUTHERN HOMES & GARDENS COOPERATIVE ASSOC INC",""
"334","5601 EAST CAPITOL STREET SE",20019,1955,"Under Review","Under Review",38.9641748,-77.0282083,"DISTRICT OF COLUMBIA",""
"335","5317 E ST SE",20019,1967,"Under Review","Under Review",38.90006666,-77.02914478,"SC ELSINORE LLC",""
"336","4742 BENNING ROAD SE",20019,1964,"66","Yes",38.90051351,-77.0369714,"HAMPTON EAST APTS","Hampton Apartments East"
"337","4750 C STREET SE",NA,1960,"Under Review","Under Review",38.96356456,-77.03537153,"NHTE COPELAND MANOR LLC",""
"338","4418 E STREET SE",NA,1945,"Under Review","Under Review",38.88896262,-76.92957947,"BENNING HEIGHTS COOPERATIVE INC",""
"339","4426 FALLS TERRACE SE",NA,1945,"Under Review","Under Review",38.89445923,-77.02116283,"BENNING HEIGHTS COOPERATIVE INC",""
"340","519 46TH STREET SE",NA,1945,"Under Review","Under Review",38.89148203,-76.91739279,"BENNING HEIGHTS COOPERATIVE INC",""
"341","4430 H STREET SE",20019,1950,"Under Review","Under Review",38.87720204,-77.00251232,"DISTRICT OF COLUMBIA",""
"342","4250 MASSACHUSETTS AVENUE SE",20019,2018,"Under Review","Under Review",38.92469658,-77.01343579,"TA WASHINGTON 4250 MASS",""
"343","1221 42ND STREET SE",20020,1976,"Under Review","Under Review",38.88053077,-77.02365088,"FORT DUPONT WOODS CONDO",""
"344","4300 C ST SE",20019,NA,"Under Review","Under Review",38.90611484,-77.04387106,"DISTRICT OF COLUMBIA",""
"345","3206 PENNSYLVANIA AVENUE SE",20020,1964,"228.8","Yes",38.91902314,-77.04422102,"3200 PENN AVE PJV LLC","Penn Branch Shopping Center"
"346","2200 MINNESOTA AVENUE SE",20020,2018,"Under Review","Under Review",38.92890262,-76.95843298,"DISTRICT OF COLUMBIA",""
"347","1821 P STREET SE",20020,1941,"66","No",38.92533948,-77.07856915,"DGV ASSOCIATES LLC","Linwood Apartments"
"348","2601 NAYLOR ROAD SE",20020,1955,"143.6","Yes",38.90545834,-77.04791782,"DISTRICT OF COLUMBIA","Naylor Road Family Shelter"
"349","2026 37TH STREET SE",20020,1940,"Under Review","Under Review",38.89862776,-76.95052042,"FAIRFAX VILLAGE IX",""
"350","2107 SUITLAND TERRACE SE",20020,1940,"Under Review","Under Review",38.90144421,-77.05279396,"FAIRFAX VILLAGE I",""
"351","2008 FORT DAVIS STREET SE",20020,1940,"Under Review","Under Review",38.89769492,-77.01076789,"FAIRFAX VILLAGE IV",""
"352","2038 FORT DAVIS STREET SE",20020,1940,"Under Review","Under Review",38.92575765,-77.05709738,"FAIRFAX VILLAGE V",""
"353","3801 V STREET SE",20020,1940,"Under Review","Under Review",38.87953221,-77.0070305,"FAIRFAX VILLAGE VI",""
"354","2001 FORT DAVIS STREET SE",20020,1940,"Under Review","Under Review",38.90516371,-77.0381002,"FAIRFAX VILLAGE VII",""
"355","3408 25TH STREET SE",NA,1949,"Under Review","Under Review",38.91954083,-77.02784358,"SP REDEVELOPMENT LP",""
